

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   207.00000 -0.438831E+02  0.291678E+02 -0.446781E+02  0.291677E+02 -0.190019E+02   -185.299   -141.270   -198.986     207
   208.00000 -0.437435E+02  0.294060E+02 -0.445385E+02  0.294059E+02 -0.190118E+02   -221.241   -151.353   -199.469     208
   209.00000 -0.435538E+02  0.297666E+02 -0.443488E+02  0.297665E+02 -0.190216E+02   -286.033   -168.205   -199.949     209
   210.00000 -0.434257E+02  0.300293E+02 -0.442207E+02  0.300292E+02 -0.190313E+02   -321.985   -183.765   -200.429     210
   211.00000 -0.433252E+02  0.303175E+02 -0.441202E+02  0.303174E+02 -0.190410E+02   -351.919   -197.381   -200.908     211
   212.00000 -0.432039E+02  0.306056E+02 -0.439989E+02  0.306055E+02 -0.190507E+02   -430.024   -214.177   -201.386     212
   213.00000 -0.443080E+02  0.307227E+02 -0.451030E+02  0.307226E+02 -0.190603E+02   -112.410   -168.995   -201.864     213
   214.00000 -0.442928E+02  0.310650E+02 -0.450878E+02  0.310649E+02 -0.190699E+02   -190.228   -175.284   -202.341     214
   215.00000 -0.441798E+02  0.313958E+02 -0.449748E+02  0.313957E+02 -0.190794E+02   -257.702   -190.366   -202.816     215
   216.00000 -0.440465E+02  0.318131E+02 -0.448415E+02  0.318130E+02 -0.190889E+02   -341.918   -210.351   -203.288     216
   217.00000 -0.439174E+02  0.322449E+02 -0.447124E+02  0.322449E+02 -0.190983E+02   -466.780   -238.208   -203.759     217
   218.00000 -0.437778E+02  0.327433E+02 -0.445728E+02  0.327433E+02 -0.191077E+02   -775.554   -273.090   -204.227     218
   219.00000 -0.438225E+02  0.330299E+02 -0.446175E+02  0.330299E+02 -0.191170E+02   -463.441   -286.139   -204.694     219
   220.00000 -0.437607E+02  0.332805E+02 -0.445557E+02  0.332805E+02 -0.191263E+02   -661.050   -308.571   -205.160     220
   221.00000 -0.436776E+02  0.336209E+02 -0.444726E+02  0.336209E+02 -0.191355E+02  -1010.750   -336.753   -205.624     221
   222.00000 -0.435891E+02  0.339867E+02 -0.443841E+02  0.339867E+02 -0.191447E+02  -1993.450   -383.569   -206.086     222
   223.00000 -0.434817E+02  0.344348E+02 -0.442767E+02  0.344348E+02 -0.191539E+02 -10920.700   -457.603   -206.548     223
   224.00000 -0.433741E+02  0.348882E+02 -0.441924E+02  0.348882E+02 -0.191630E+02-100000.000   -612.853   -207.008     224
   225.00000 -0.432627E+02  0.353620E+02 -0.441693E+02  0.353620E+02 -0.191720E+02-100000.000   -772.108   -207.467     225
   226.00000 -0.431547E+02  0.358260E+02 -0.441611E+02  0.358260E+02 -0.191810E+02-100000.000   -949.835   -207.923     226
   227.00000 -0.436313E+02  0.360575E+02 -0.446377E+02  0.360575E+02 -0.191900E+02   -352.071   -644.003   -208.378     227
   228.00000 -0.440198E+02  0.361954E+02 -0.450262E+02  0.361954E+02 -0.191989E+02   -280.420   -559.160   -208.830     228
   229.00000 -0.441639E+02  0.363542E+02 -0.451703E+02  0.363542E+02 -0.192078E+02   -347.937   -526.534   -209.281     229
   230.00000 -0.442437E+02  0.364890E+02 -0.452501E+02  0.364890E+02 -0.192167E+02   -397.530   -518.367   -209.730     230
   231.00000 -0.444355E+02  0.366159E+02 -0.454419E+02  0.366159E+02 -0.192255E+02   -319.486   -497.289   -210.177     231
   232.00000 -0.443895E+02  0.368251E+02 -0.453959E+02  0.368251E+02 -0.192342E+02   -541.805   -514.871   -210.624     232
   233.00000 -0.448104E+02  0.369566E+02 -0.458168E+02  0.369566E+02 -0.192429E+02   -234.900   -488.664   -211.068     233
   234.00000 -0.447331E+02  0.373039E+02 -0.457395E+02  0.373039E+02 -0.192516E+02   -488.316   -511.089   -211.511     234
   235.00000 -0.446827E+02  0.375285E+02 -0.456891E+02  0.375285E+02 -0.192602E+02   -655.562   -551.093   -211.952     235
   236.00000 -0.447054E+02  0.376497E+02 -0.457118E+02  0.376497E+02 -0.192687E+02   -572.309   -555.452   -212.391     236
   237.00000 -0.447435E+02  0.378344E+02 -0.457499E+02  0.378344E+02 -0.192773E+02   -555.219   -576.193   -212.828     237
   238.00000 -0.446776E+02  0.381227E+02 -0.456840E+02  0.381227E+02 -0.192857E+02  -1048.710   -627.770   -213.263     238
   239.00000 -0.453566E+02  0.382578E+02 -0.463630E+02  0.382578E+02 -0.192942E+02   -198.428   -570.416   -213.697     239
   240.00000 -0.452853E+02  0.385660E+02 -0.462917E+02  0.385660E+02 -0.193026E+02   -456.777   -599.660   -214.128     240
   241.00000 -0.452280E+02  0.388123E+02 -0.462344E+02  0.388123E+02 -0.193109E+02   -642.114   -642.258   -214.558     241
   242.00000 -0.451457E+02  0.391656E+02 -0.461521E+02  0.391656E+02 -0.193192E+02  -1147.320   -698.126   -214.987     242
   243.00000 -0.450720E+02  0.394824E+02 -0.460784E+02  0.394824E+02 -0.193275E+02  -2350.320   -777.337   -215.413     243
   244.00000 -0.450344E+02  0.396439E+02 -0.460408E+02  0.396439E+02 -0.193357E+02  -2982.180   -837.290   -215.838     244
   245.00000 -0.516025E+02  0.397385E+02 -0.526089E+02  0.397385E+02 -0.193439E+02    -34.731   -390.204   -216.261     245
   246.00000 -0.518714E+02  0.400008E+02 -0.528777E+02  0.400008E+02 -0.193520E+02   -102.338   -254.363   -216.682     246
   247.00000 -0.517887E+02  0.403559E+02 -0.527950E+02  0.403559E+02 -0.193601E+02   -152.598   -234.143   -217.101     247
   248.00000 -0.517066E+02  0.407083E+02 -0.527129E+02  0.407083E+02 -0.193682E+02   -190.765   -235.804   -217.518     248
   249.00000 -0.516360E+02  0.410117E+02 -0.526423E+02  0.410117E+02 -0.193762E+02   -224.154   -242.128   -217.934     249
   250.00000 -0.515637E+02  0.413222E+02 -0.525700E+02  0.413222E+02 -0.193842E+02   -259.794   -250.821   -218.347     250
   251.00000 -0.527372E+02  0.415649E+02 -0.537435E+02  0.415649E+02 -0.193921E+02   -101.829   -230.123   -218.760     251
   252.00000 -0.526909E+02  0.417606E+02 -0.536973E+02  0.417606E+02 -0.194000E+02   -174.377   -231.046   -219.170     252
   253.00000 -0.526119E+02  0.420886E+02 -0.536183E+02  0.420886E+02 -0.194078E+02   -217.467   -238.865   -219.579     253
   254.00000 -0.525298E+02  0.424236E+02 -0.535362E+02  0.424236E+02 -0.194156E+02   -259.068   -250.500   -219.985     254
   255.00000 -0.524539E+02  0.427278E+02 -0.534603E+02  0.427278E+02 -0.194234E+02   -300.184   -262.798   -220.390     255
   256.00000 -0.523941E+02  0.429632E+02 -0.534005E+02  0.429632E+02 -0.194311E+02   -333.098   -274.701   -220.793     256
   257.00000 -0.523237E+02  0.432358E+02 -0.533301E+02  0.432358E+02 -0.194388E+02   -382.174   -287.767   -221.194     257
   258.00000 -0.523075E+02  0.433354E+02 -0.533139E+02  0.433354E+02 -0.194464E+02   -373.371   -295.532   -221.594     258
   259.00000 -0.523024E+02  0.434291E+02 -0.533088E+02  0.434291E+02 -0.194540E+02   -368.429   -299.573   -221.992     259
   260.00000 -0.522855E+02  0.436014E+02 -0.532919E+02  0.436014E+02 -0.194616E+02   -384.763   -306.136   -222.388     260
   261.00000 -0.522332E+02  0.437903E+02 -0.532396E+02  0.437903E+02 -0.194691E+02   -448.888   -317.316   -222.782     261
   262.00000 -0.521789E+02  0.439862E+02 -0.531853E+02  0.439862E+02 -0.194766E+02   -509.334   -330.655   -223.175     262
   263.00000 -0.521273E+02  0.441726E+02 -0.531337E+02  0.441726E+02 -0.194841E+02   -571.072   -344.741   -223.565     263
   264.00000 -0.520888E+02  0.443115E+02 -0.530952E+02  0.443115E+02 -0.194915E+02   -603.538   -356.902   -223.954     264
   265.00000 -0.520529E+02  0.444412E+02 -0.530593E+02  0.444412E+02 -0.194988E+02   -642.316   -367.835   -224.342     265
   266.00000 -0.520257E+02  0.445395E+02 -0.530321E+02  0.445395E+02 -0.195062E+02   -658.408   -377.081   -224.727     266
   267.00000 -0.520564E+02  0.446452E+02 -0.530628E+02  0.446452E+02 -0.195135E+02   -528.214   -381.624   -225.111     267
   268.00000 -0.519990E+02  0.448524E+02 -0.530054E+02  0.448524E+02 -0.195207E+02   -756.048   -399.033   -225.494     268
   269.00000 -0.519446E+02  0.450486E+02 -0.529510E+02  0.450486E+02 -0.195279E+02   -949.593   -420.697   -225.874     269
   270.00000 -0.518985E+02  0.452151E+02 -0.529049E+02  0.452151E+02 -0.195351E+02  -1125.450   -441.729   -226.253     270
   271.00000 -0.518514E+02  0.453851E+02 -0.528578E+02  0.453851E+02 -0.195422E+02  -1414.150   -463.786   -226.630     271
   272.00000 -0.518122E+02  0.455265E+02 -0.528186E+02  0.455265E+02 -0.195493E+02  -1670.020   -485.033   -227.005     272
   273.00000 -0.517816E+02  0.456369E+02 -0.527880E+02  0.456369E+02 -0.195564E+02  -1804.110   -503.641   -227.378     273
   274.00000 -0.517581E+02  0.457215E+02 -0.527645E+02  0.457215E+02 -0.195634E+02  -1853.240   -560.939   -227.750     274
   275.00000 -0.517240E+02  0.458447E+02 -0.527304E+02  0.458447E+02 -0.195704E+02  -2372.500   -562.960   -228.603     275
   276.00000 -0.515675E+02  0.458447E+02 -0.525828E+02  0.458447E+02 -0.195773E+02-100000.000  -4526.950   -229.346     276
   277.00000 -0.514140E+02  0.458447E+02 -0.525269E+02  0.458447E+02 -0.195841E+02-100000.000  -5716.440   -229.763     277
   278.00000 -0.512215E+02  0.458447E+02 -0.524872E+02  0.458447E+02 -0.195909E+02-100000.000  -4163.510   -230.164     278
   279.00000 -0.510952E+02  0.458447E+02 -0.524545E+02  0.458447E+02 -0.195976E+02-100000.000  -4297.910   -230.554     279
   280.00000 -0.509376E+02  0.458447E+02 -0.524249E+02  0.458447E+02 -0.196043E+02-100000.000  -3486.160   -230.937     280
   281.00000 -0.508169E+02  0.458447E+02 -0.523972E+02  0.458447E+02 -0.196110E+02-100000.000  -3006.370   -231.314     281
   282.00000 -0.506715E+02  0.458447E+02 -0.523707E+02  0.458447E+02 -0.196177E+02-100000.000  -3067.540   -231.687     282
   283.00000 -0.503907E+02  0.458447E+02 -0.523452E+02  0.458447E+02 -0.196242E+02-100000.000  -2721.180   -232.055     283
   284.00000 -0.502436E+02  0.458447E+02 -0.523205E+02  0.458447E+02 -0.196308E+02-100000.000  -2758.840   -232.419     284
   285.00000 -0.501046E+02  0.458458E+02 -0.522967E+02  0.458458E+02 -0.196373E+02-100000.000  -2508.880   -232.780     285
   286.00000 -0.499996E+02  0.458474E+02 -0.522738E+02  0.458474E+02 -0.196438E+02-100000.000  -2321.690   -233.139     286
   287.00000 -0.498793E+02  0.458502E+02 -0.522519E+02  0.458502E+02 -0.196503E+02-100000.000  -2357.950   -233.494     287
   288.00000 -0.497635E+02  0.458538E+02 -0.522310E+02  0.458538E+02 -0.196567E+02-100000.000  -2210.520   -233.848     288
   289.00000 -0.496587E+02  0.458579E+02 -0.522112E+02  0.458579E+02 -0.196631E+02-100000.000  -2243.010   -234.199     289
   290.00000 -0.495049E+02  0.458652E+02 -0.521926E+02  0.458652E+02 -0.196694E+02-100000.000  -2126.210   -234.548     290
   291.00000 -0.493901E+02  0.458716E+02 -0.521752E+02  0.458716E+02 -0.196757E+02-100000.000  -2026.240   -234.895     291
   292.00000 -0.492792E+02  0.458787E+02 -0.521588E+02  0.458787E+02 -0.196820E+02-100000.000  -2051.630   -235.239     292
   293.00000 -0.495756E+02  0.458826E+02 -0.524552E+02  0.458826E+02 -0.196883E+02   -483.694  -1070.440   -235.583     293
   294.00000 -0.497633E+02  0.458932E+02 -0.526429E+02  0.458932E+02 -0.196945E+02   -421.240   -855.607   -235.924     294
   295.00000 -0.496616E+02  0.459022E+02 -0.525412E+02  0.459022E+02 -0.197007E+02  -1283.160   -868.151   -236.263     295
   296.00000 -0.495965E+02  0.459085E+02 -0.524761E+02  0.459085E+02 -0.197068E+02  -2016.870   -906.572   -236.601     296
   297.00000 -0.495256E+02  0.459160E+02 -0.524052E+02  0.459160E+02 -0.197129E+02  -4265.500   -976.801   -236.936     297
   298.00000 -0.494139E+02  0.459287E+02 -0.522935E+02  0.459287E+02 -0.197190E+02 -53280.500  -1159.030   -237.270     298
   299.00000 -0.493336E+02  0.459386E+02 -0.522320E+02  0.459386E+02 -0.197250E+02-100000.000  -1367.580   -237.602     299
   300.00000 -0.492670E+02  0.459474E+02 -0.521965E+02  0.459474E+02 -0.197311E+02-100000.000  -1407.600   -237.932     300
   301.00000 -0.491987E+02  0.459570E+02 -0.521694E+02  0.459570E+02 -0.197370E+02-100000.000  -1424.620   -238.261     301
   302.00000 -0.490796E+02  0.459748E+02 -0.521458E+02  0.459748E+02 -0.197430E+02-100000.000  -1480.810   -238.587     302
   303.00000 -0.489702E+02  0.459921E+02 -0.521253E+02  0.459921E+02 -0.197489E+02-100000.000  -1482.800   -238.913     303
   304.00000 -0.488823E+02  0.460068E+02 -0.521075E+02  0.460068E+02 -0.197548E+02-100000.000  -1522.830   -239.236     304
   305.00000 -0.487974E+02  0.460217E+02 -0.520916E+02  0.460217E+02 -0.197606E+02-100000.000  -1506.560   -239.558     305
   306.00000 -0.487061E+02  0.460386E+02 -0.520769E+02  0.460386E+02 -0.197664E+02-100000.000  -1492.250   -239.878     306
   307.00000 -0.486173E+02  0.460558E+02 -0.520630E+02  0.460558E+02 -0.197722E+02-100000.000  -1523.990   -240.197     307
   308.00000 -0.510258E+02  0.460622E+02 -0.544716E+02  0.460622E+02 -0.197780E+02    -85.444   -471.189   -240.515     308
   309.00000 -0.527364E+02  0.460685E+02 -0.561822E+02  0.460685E+02 -0.197837E+02    -78.820   -220.491   -240.833     309
   310.00000 -0.526885E+02  0.460791E+02 -0.561343E+02  0.460791E+02 -0.197894E+02   -155.783   -191.341   -241.156     310
   311.00000 -0.526580E+02  0.460862E+02 -0.561038E+02  0.460862E+02 -0.197951E+02   -186.962   -207.470   -241.487     311
   312.00000 -0.527354E+02  0.460965E+02 -0.561812E+02  0.460965E+02 -0.198007E+02   -186.711   -213.305   -241.832     312
   313.00000 -0.526780E+02  0.461110E+02 -0.561238E+02  0.461109E+02 -0.198063E+02   -228.235   -228.712   -242.250     313
   314.00000 -0.526162E+02  0.461271E+02 -0.560620E+02  0.461270E+02 -0.198119E+02   -254.893   -240.248   -242.671     314
   315.00000 -0.525585E+02  0.461427E+02 -0.560043E+02  0.461426E+02 -0.198174E+02   -277.110   -252.058   -243.079     315
   316.00000 -0.525275E+02  0.461514E+02 -0.559733E+02  0.461513E+02 -0.198230E+02   -284.471   -260.516   -243.481     316
   317.00000 -0.524471E+02  0.461747E+02 -0.558929E+02  0.461746E+02 -0.198285E+02   -326.297   -271.683   -243.879     317
   318.00000 -0.523809E+02  0.461945E+02 -0.558267E+02  0.461945E+02 -0.198340E+02   -348.639   -281.415   -244.276     318
   319.00000 -0.523373E+02  0.462080E+02 -0.557831E+02  0.462080E+02 -0.198395E+02   -353.318   -288.791   -244.672     319
   320.00000 -0.522980E+02  0.462206E+02 -0.557438E+02  0.462206E+02 -0.198449E+02   -361.043   -294.153   -245.068     320
   321.00000 -0.522661E+02  0.462311E+02 -0.557119E+02  0.462311E+02 -0.198504E+02   -364.823   -298.278   -245.463     321
   322.00000 -0.522228E+02  0.462458E+02 -0.556686E+02  0.462458E+02 -0.198558E+02   -382.386   -304.389   -245.858     322
   323.00000 -0.521669E+02  0.462654E+02 -0.556127E+02  0.462654E+02 -0.198612E+02   -412.017   -310.847   -246.254     323
   324.00000 -0.601211E+02  0.462820E+02 -0.635669E+02  0.462820E+02 -0.198667E+02    -27.014    -53.477   -246.650     324
   325.00000 -0.600772E+02  0.462983E+02 -0.635230E+02  0.462983E+02 -0.198720E+02    -86.984    -63.459   -247.046     325
   326.00000 -0.600374E+02  0.463136E+02 -0.634832E+02  0.463136E+02 -0.198774E+02    -99.757    -72.474   -247.443     326
   327.00000 -0.599724E+02  0.463392E+02 -0.634182E+02  0.463392E+02 -0.198828E+02   -109.465    -79.533   -247.840     327
   328.00000 -0.598903E+02  0.463724E+02 -0.633361E+02  0.463724E+02 -0.198881E+02   -117.677    -85.685   -248.238     328
   329.00000 -0.598565E+02  0.463864E+02 -0.633023E+02  0.463864E+02 -0.198934E+02   -120.634    -90.128   -248.636     329
   330.00000 -0.597955E+02  0.464124E+02 -0.632413E+02  0.464124E+02 -0.198987E+02   -127.036    -94.694   -249.034     330
   331.00000 -0.597387E+02  0.464372E+02 -0.631845E+02  0.464372E+02 -0.199040E+02   -131.984    -98.108   -249.433     331
   332.00000 -0.600450E+02  0.464523E+02 -0.634908E+02  0.464523E+02 -0.199093E+02   -108.778    -94.177   -249.833     332
   333.00000 -0.600246E+02  0.464615E+02 -0.634704E+02  0.464615E+02 -0.199146E+02   -125.238    -97.443   -250.233     333
   334.00000 -0.599887E+02  0.464776E+02 -0.634345E+02  0.464776E+02 -0.199198E+02   -131.958   -100.998   -250.634     334
   335.00000 -0.599576E+02  0.464916E+02 -0.634034E+02  0.464916E+02 -0.199250E+02   -136.122   -104.273   -251.035     335
   336.00000 -0.598754E+02  0.465284E+02 -0.633212E+02  0.465284E+02 -0.199302E+02   -145.474   -108.858   -251.435     336
   337.00000 -0.598176E+02  0.465543E+02 -0.632634E+02  0.465543E+02 -0.199354E+02   -149.217   -112.712   -251.834     337
   338.00000 -0.597738E+02  0.465739E+02 -0.632196E+02  0.465739E+02 -0.199406E+02   -151.603   -115.010   -252.232     338
   339.00000 -0.597101E+02  0.466025E+02 -0.631559E+02  0.466025E+02 -0.199457E+02   -157.524   -118.627   -252.629     339
   340.00000 -0.596746E+02  0.466184E+02 -0.631204E+02  0.466184E+02 -0.199509E+02   -158.339   -121.346   -253.026     340
   341.00000 -0.596476E+02  0.466305E+02 -0.630934E+02  0.466305E+02 -0.199560E+02   -159.404   -123.641   -253.421     341
   342.00000 -0.596273E+02  0.466396E+02 -0.630731E+02  0.466396E+02 -0.199611E+02   -160.389   -125.654   -253.815     342
   343.00000 -0.596061E+02  0.466491E+02 -0.630519E+02  0.466491E+02 -0.199662E+02   -162.230   -127.647   -254.209     343
   344.00000 -0.595804E+02  0.466606E+02 -0.630262E+02  0.466606E+02 -0.199712E+02   -164.924   -129.789   -254.602     344
   345.00000 -0.595586E+02  0.466704E+02 -0.630044E+02  0.466704E+02 -0.199763E+02   -166.726   -130.990   -254.994     345
   346.00000 -0.595285E+02  0.466839E+02 -0.629743E+02  0.466839E+02 -0.199813E+02   -170.125   -133.238   -255.386     346
   347.00000 -0.594788E+02  0.467062E+02 -0.629246E+02  0.467062E+02 -0.199864E+02   -176.368   -136.237   -255.777     347
   348.00000 -0.594307E+02  0.467277E+02 -0.628765E+02  0.467277E+02 -0.199914E+02   -180.690   -139.250   -256.168     348
   349.00000 -0.594147E+02  0.467349E+02 -0.628605E+02  0.467349E+02 -0.199963E+02   -178.646   -140.958   -256.558     349
   350.00000 -0.593724E+02  0.467538E+02 -0.628182E+02  0.467538E+02 -0.200013E+02   -183.987   -143.483   -256.947     350
   351.00000 -0.593434E+02  0.467668E+02 -0.627892E+02  0.467668E+02 -0.200063E+02   -185.219   -145.620   -257.336     351
   352.00000 -0.593050E+02  0.467840E+02 -0.627508E+02  0.467840E+02 -0.200112E+02   -189.097   -147.178   -257.725     352
   353.00000 -0.593418E+02  0.467944E+02 -0.627876E+02  0.467944E+02 -0.200161E+02   -177.570   -147.018   -258.113     353
   354.00000 -0.594643E+02  0.467977E+02 -0.629101E+02  0.467977E+02 -0.200210E+02   -160.618   -143.876   -258.500     354
   355.00000 -0.594557E+02  0.468015E+02 -0.629015E+02  0.468015E+02 -0.200259E+02   -174.540   -145.096   -258.888     355
   356.00000 -0.597680E+02  0.468050E+02 -0.632138E+02  0.468050E+02 -0.200308E+02   -136.344   -137.052   -259.275     356
   357.00000 -0.597619E+02  0.468077E+02 -0.632077E+02  0.468077E+02 -0.200357E+02   -160.527   -137.867   -259.661     357
   358.00000 -0.600028E+02  0.468118E+02 -0.634486E+02  0.468118E+02 -0.200405E+02   -137.454   -132.501   -260.046     358
   359.00000 -0.599920E+02  0.468166E+02 -0.634378E+02  0.468166E+02 -0.200453E+02   -158.054   -133.394   -260.429     359
   360.00000 -0.599787E+02  0.468225E+02 -0.634245E+02  0.468225E+02 -0.200501E+02   -164.696   -135.014   -260.811     360
   361.00000 -0.599679E+02  0.468273E+02 -0.634137E+02  0.468273E+02 -0.200549E+02   -168.449   -136.605   -261.191     361
